name,latitude,longitude,address,station_id,categories,distance,popularity
Intelligentsia Coffee,40.74198159994023,-74.00831580162048,"180 10th Ave, New York, NY 10011",13035,"Coffee Shop, Restaurant",505,0.9945920919038845
Inspiration Point,40.856906,-73.935662,"Fort Washington Pk Greenway (at W 190th St), New York, NY 10033",16046,Scenic Lookout,237,0.9424449103147445
Heather Garden,40.856906,-73.935662,"Margaret Corbin Dr, New York, NY 10040",16005,"Botanical Garden, Garden, Sporting Goods Retail",448,0.9798114165381867
Chittenden Overlook,40.856906,-73.935662,"Chittenden Ave (at W 186th St), New York, NY 10033",16046,Scenic Lookout,374,0.9771509419772121
Fort Tryon Park,40.856906,-73.935662,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",681,0.9996098597375249
Fort Tryon Park Dog Run,40.856906,-73.935662,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,628,0.9777596547963749
Linden Terrace,40.856906,-73.935662,"New York, NY 10040",16000,Landmarks and Outdoors,550,0.9761121347723085
Le Chéile,40.856906,-73.935662,"839 W 181st St (at Cabrini Blvd), New York, NY 10033",13003,"Bar, Restaurant",706,0.9781920994246607
Burger Heights,40.856906,-73.935662,"177 Wadsworth Ave (btwn W 181st St. & W 182nd St.), New York, NY 10033",13031,"Burger Joint, American Restaurant, Fast Food Restaurant",742,0.9856893731433084
Highest Natural Point,40.856906,-73.935662,"Fort Washington Ave (at W 185th St), New York, NY 10033",16026,Monument,500,0.9937154514345881
Jacob Javits Playground,40.856906,-73.935662,"Cabrini Blvd (Ft Washington), New York, NY 10040",16037,Playground,209,0.9962819162937615
Heather Garden,40.85648733523576,-73.93296986818314,"Margaret Corbin Dr, New York, NY 10040",16005,"Botanical Garden, Garden, Sporting Goods Retail",475,0.9798114165381867
Inspiration Point,40.85648733523576,-73.93296986818314,"Fort Washington Pk Greenway (at W 190th St), New York, NY 10033",16046,Scenic Lookout,438,0.9424449103147445
Fort Tryon Park,40.85648733523576,-73.93296986818314,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",672,0.9996098597375249
Fort Tryon Park Dog Run,40.85648733523576,-73.93296986818314,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,598,0.9777596547963749
Chittenden Overlook,40.85648733523576,-73.93296986818314,"Chittenden Ave (at W 186th St), New York, NY 10033",16046,Scenic Lookout,561,0.9771509419772121
Linden Terrace,40.85648733523576,-73.93296986818314,"New York, NY 10040",16000,Landmarks and Outdoors,571,0.9761121347723085
Burger Heights,40.85648733523576,-73.93296986818314,"177 Wadsworth Ave (btwn W 181st St. & W 182nd St.), New York, NY 10033",13031,"Burger Joint, American Restaurant, Fast Food Restaurant",704,0.9856893731433084
Le Chéile,40.85648733523576,-73.93296986818314,"839 W 181st St (at Cabrini Blvd), New York, NY 10033",13003,"Bar, Restaurant",812,0.9781920994246607
Highest Natural Point,40.85648733523576,-73.93296986818314,"Fort Washington Ave (at W 185th St), New York, NY 10033",16026,Monument,587,0.9937154514345881
Jacob Javits Playground,40.85648733523576,-73.93296986818314,"Cabrini Blvd (Ft Washington), New York, NY 10040",16037,Playground,275,0.9962819162937615
Transmitter Park,40.731734785883454,-73.9612390102593,"Greenpoint Ave (at West St), Brooklyn, NY 11222",16037,Playground,201,0.9959443626641031
Achilles Heel,40.731734785883454,-73.9612390102593,"180 West St (at Green St), Brooklyn, NY 11222",13009,"Cocktail Bar, Gastropub, American Restaurant",214,0.9685613002072881
Naked Dog,40.731734785883454,-73.9612390102593,"47 Java St, Brooklyn, NY 11222",13236,Italian Restaurant,156,0.9569802024814492
Bellocq Tea Atelier,40.731734785883454,-73.9612390102593,"104 West St (at Kent St), Brooklyn, NY 11222",13035,"Coffee Shop, Tea Room, Restaurant",228,0.9353501366899991
Transmitter Pier,40.731734785883454,-73.9612390102593,"2 Greenpoint Ave (Kent St), Brooklyn, NY 11222",16046,Scenic Lookout,228,0.981907832888354
Paulie Gee's,40.731734785883454,-73.9612390102593,"60 Greenpoint Ave (btwn Franklin & West St), Brooklyn, NY 11222",13064,Pizzeria,313,0.966323189233034
Ovenly,40.731734785883454,-73.9612390102593,"31 Greenpoint Ave (at West St), Brooklyn, NY 11222",13002,"Bakery, Coffee Shop, Restaurant",266,0.9613512782768048
Kettl,40.731734785883454,-73.9612390102593,"70 Greenpoint Ave, Brooklyn, NY 11222",13036,"Tea Room, Japanese Restaurant",325,0.9704739588027358
Brouwerij Lane,40.731734785883454,-73.9612390102593,"78 Greenpoint Ave (at Franklin Ave), Brooklyn, NY 11222",10032,"Night Club, Beer Bar, BBQ Joint",358,0.9657824375882477
Leroy's,40.731734785883454,-73.9612390102593,"195 Franklin St (at Green St), Brooklyn, NY 11222",13068,American Restaurant,312,0.9697880053274051
Fort Tryon Park,40.862058,-73.929719,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",232,0.9996098597375249
Fort Tryon Park Dog Run,40.862058,-73.929719,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,189,0.9777596547963749
Heather Garden,40.862058,-73.929719,"Margaret Corbin Dr, New York, NY 10040",16005,"Botanical Garden, Garden, Sporting Goods Retail",380,0.9798114165381867
Linden Terrace,40.862058,-73.929719,"New York, NY 10040",16000,Landmarks and Outdoors,330,0.9761121347723085
Tryon Public House,40.862058,-73.929719,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",366,0.996476986424999
Bocaditos Bistro,40.862058,-73.929719,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",749,0.9809348324747114
Inspiration Point,40.862058,-73.929719,"Fort Washington Pk Greenway (at W 190th St), New York, NY 10033",16046,Scenic Lookout,748,0.9424449103147445
Hoppin Jalapeno Bar & Grill,40.862058,-73.929719,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,947,0.9763988643628022
Mama Sushi,40.862058,-73.929719,"237 Dyckman St (Riverside), New York, NY 10034",13276,Sushi Restaurant,482,0.9810687962997782
Jacob Javits Playground,40.862058,-73.929719,"Cabrini Blvd (Ft Washington), New York, NY 10040",16037,Playground,562,0.9962819162937615
Fort Tryon Park Dog Run,40.86012,-73.928489,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,347,0.9777596547963749
Fort Tryon Park,40.86012,-73.928489,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",424,0.9996098597375249
Heather Garden,40.86012,-73.928489,"Margaret Corbin Dr, New York, NY 10040",16005,"Botanical Garden, Garden, Sporting Goods Retail",457,0.9798114165381867
Linden Terrace,40.86012,-73.928489,"New York, NY 10040",16000,Landmarks and Outdoors,461,0.9761121347723085
Tryon Public House,40.86012,-73.928489,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",549,0.996476986424999
Bocaditos Bistro,40.86012,-73.928489,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",870,0.9809348324747114
Inspiration Point,40.86012,-73.928489,"Fort Washington Pk Greenway (at W 190th St), New York, NY 10033",16046,Scenic Lookout,764,0.9424449103147445
Jacob Javits Playground,40.86012,-73.928489,"Cabrini Blvd (Ft Washington), New York, NY 10040",16037,Playground,542,0.9962819162937615
Mama Sushi,40.86012,-73.928489,"237 Dyckman St (Riverside), New York, NY 10034",13276,Sushi Restaurant,675,0.9810687962997782
Dyckman Express Restaurant,40.86012,-73.928489,"101 Dyckman St (Nagle Ave), New York, NY 10040",13097,"Caribbean Restaurant, South American Restaurant, Spanish Restaurant",356,0.9889256571278155
Grand Army Plaza,40.6729679,-73.97087984,"413 Flatbush Ave (Eastern Pkwy), Brooklyn, NY 11238",16041,Plaza,97,0.9992739908472777
Mount Prospect Park,40.6729679,-73.97087984,"68 Eastern Pkwy (Flatbush Ave), Brooklyn, NY 11238",16037,Playground,370,0.9983577172269454
Bagel Pub,40.6729679,-73.97087984,"57 7th Ave (Lincoln Place), Brooklyn, NY 11217",13032,"Cafe, Coffee, and Tea House, Bagel Shop, Restaurant",428,0.9794564444577963
Cheryl's Global Soul,40.6729679,-73.97087984,"236 Underhill Ave (at Lincoln Pl), Brooklyn, NY 11238",13097,"Caribbean Restaurant, New American Restaurant, Southern Food Restaurant",307,0.9715154064149167
Ramen Danbo,40.6729679,-73.97087984,"52 7th Ave (btwn Lincoln & St Johns Pl), Brooklyn, NY 11217",13272,"Ramen Restaurant, Noodle Restaurant",467,0.9749451737915703
Sweet Chick,40.6729679,-73.97087984,"341 Flatbush Ave (at Park Pl), Brooklyn, NY 11217",13055,"Fried Chicken Joint, Dining and Drinking",527,0.9938414396010454
Café Regular du Nord,40.6729679,-73.97087984,"158 Berkeley Pl (btwn 6th & 7th Ave), Brooklyn, NY 11217",13034,"Café, Coffee Shop, American Restaurant",445,0.964435565435956
Ample Hills Creamery,40.6729679,-73.97087984,"623 Vanderbilt Ave (at St Marks Ave), Brooklyn, NY 11238",13035,"Coffee Shop, Ice Cream Parlor, Restaurant",652,0.9610208189383243
Brooklyn Museum Gift Shop,40.6729679,-73.97087984,"200 Eastern Pkwy, Brooklyn, NY 11238",13065,"Restaurant, Gift Store",633,0.9791510199176856
Underhill Playground,40.6729679,-73.97087984,"Underhill Ave (at Prospect Pl), Brooklyn, NY 11238",16037,Playground,600,0.9846086059622876
Bocaditos Bistro,40.867505,-73.926363,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",217,0.9809348324747114
Tryon Public House,40.867505,-73.926363,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",300,0.996476986424999
Inwood Hill Park,40.867505,-73.926363,"Seaman Ave, New York , 10003, United States (Indian Road), New York, NY 10034",16032,Park,642,0.9991750648666943
Fort Tryon Park,40.867505,-73.926363,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",751,0.9996098597375249
Hoppin Jalapeno Bar & Grill,40.867505,-73.926363,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,462,0.9763988643628022
Elsa La Reina Del Chicharron,40.867505,-73.926363,"4840 Broadway, New York, NY 10034",13342,"Soup Spot, South American Restaurant, Spanish Restaurant",170,0.9781168916632197
Fort Tryon Park Dog Run,40.867505,-73.926363,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,787,0.9777596547963749
Heather Garden,40.867505,-73.926363,"Margaret Corbin Dr, New York, NY 10040",16005,"Botanical Garden, Garden, Sporting Goods Retail",984,0.9798114165381867
Indian Road Cafe,40.867505,-73.926363,"600 W 218th St (at Indian Rd), New York, NY 10034",13034,"Café, Indian Restaurant, New American Restaurant",896,0.9923687624562855
Linden Terrace,40.867505,-73.926363,"New York, NY 10040",16000,Landmarks and Outdoors,894,0.9761121347723085
Fort Tryon Park,40.868846,-73.931537,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",705,0.9996098597375249
Bocaditos Bistro,40.868846,-73.931537,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",675,0.9809348324747114
Tryon Public House,40.868846,-73.931537,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",522,0.996476986424999
Fort Tryon Park Dog Run,40.868846,-73.931537,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,781,0.9777596547963749
Heather Garden,40.868846,-73.931537,"Margaret Corbin Dr, New York, NY 10040",16005,"Botanical Garden, Garden, Sporting Goods Retail",925,0.9798114165381867
Linden Terrace,40.868846,-73.931537,"New York, NY 10040",16000,Landmarks and Outdoors,822,0.9761121347723085
Hoppin Jalapeno Bar & Grill,40.868846,-73.931537,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,912,0.9763988643628022
Elsa La Reina Del Chicharron,40.868846,-73.931537,"4840 Broadway, New York, NY 10034",13342,"Soup Spot, South American Restaurant, Spanish Restaurant",614,0.9781168916632197
The Hudson,40.868846,-73.931537,"348 Dyckman St, New York, NY 10034",13026,"BBQ Joint, Cajun and Creole Restaurant, Sushi Restaurant",43,0.9830218478546986
Homer's Run,40.868846,-73.931537,"Seaman Ave (Isham st), New York, NY 10034",16033,Dog Park,858,0.9867587335012973
Bocaditos Bistro,40.863211,-73.920827,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",502,0.9809348324747114
Hoppin Jalapeno Bar & Grill,40.863211,-73.920827,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,458,0.9763988643628022
Inwood Hill Park,40.863211,-73.920827,"Seaman Ave, New York , 10003, United States (Indian Road), New York, NY 10034",16032,Park,851,0.9991750648666943
Tryon Public House,40.863211,-73.920827,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",625,0.996476986424999
Fort Tryon Park Dog Run,40.863211,-73.920827,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,947,0.9777596547963749
Salsa Con Fuego,40.863211,-73.920827,"2297 Cedar Ave, Bronx, NY 10468",13016,"Lounge, South American Restaurant, Spanish Restaurant",783,0.9832452258364472
El Tina Fish Market,40.863211,-73.920827,"500 W 207th St, New York, NY 10034",13303,"Mexican Restaurant, Peruvian Restaurant, Seafood Restaurant",200,0.9252223329447599
Liffy II Bar,40.863211,-73.920827,"5009 Broadway, New York, NY 10034",13016,"Lounge, BBQ Joint",712,0.9784271236791637
Homer's Run,40.863211,-73.920827,"Seaman Ave (Isham st), New York, NY 10034",16033,Dog Park,880,0.9867587335012973
Tubby Hook Tavern,40.863211,-73.920827,"4946 Broadway (207th St & Isham), New York, NY 10034",13003,"Bar, American Restaurant",511,0.99655219418644
Bocaditos Bistro,40.862638,-73.92006,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",590,0.9809348324747114
Hoppin Jalapeno Bar & Grill,40.862638,-73.92006,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,526,0.9763988643628022
Inwood Hill Park,40.862638,-73.92006,"Seaman Ave, New York , 10003, United States (Indian Road), New York, NY 10034",16032,Park,913,0.9991750648666943
Salsa Con Fuego,40.862638,-73.92006,"2297 Cedar Ave, Bronx, NY 10468",13016,"Lounge, South American Restaurant, Spanish Restaurant",716,0.9832452258364472
Tryon Public House,40.862638,-73.92006,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",708,0.996476986424999
Fort Tryon Park Dog Run,40.862638,-73.92006,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,1003,0.9777596547963749
El Tina Fish Market,40.862638,-73.92006,"500 W 207th St, New York, NY 10034",13303,"Mexican Restaurant, Peruvian Restaurant, Seafood Restaurant",218,0.9252223329447599
Elsa La Reina Del Chicharron,40.862638,-73.92006,"4840 Broadway, New York, NY 10034",13342,"Soup Spot, South American Restaurant, Spanish Restaurant",586,0.9781168916632197
Liffy II Bar,40.862638,-73.92006,"5009 Broadway, New York, NY 10034",13016,"Lounge, BBQ Joint",748,0.9784271236791637
Homer's Run,40.862638,-73.92006,"Seaman Ave (Isham st), New York, NY 10034",16033,Dog Park,951,0.9867587335012973
Tryon Public House,40.867357,-73.92936,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",285,0.996476986424999
Bocaditos Bistro,40.867357,-73.92936,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",465,0.9809348324747114
Fort Tryon Park,40.867357,-73.92936,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",594,0.9996098597375249
Fort Tryon Park Dog Run,40.867357,-73.92936,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,652,0.9777596547963749
Heather Garden,40.867357,-73.92936,"Margaret Corbin Dr, New York, NY 10040",16005,"Botanical Garden, Garden, Sporting Goods Retail",830,0.9798114165381867
Inwood Hill Park,40.867357,-73.92936,"Seaman Ave, New York , 10003, United States (Indian Road), New York, NY 10034",16032,Park,867,0.9991750648666943
Linden Terrace,40.867357,-73.92936,"New York, NY 10040",16000,Landmarks and Outdoors,731,0.9761121347723085
Hoppin Jalapeno Bar & Grill,40.867357,-73.92936,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,714,0.9763988643628022
Elsa La Reina Del Chicharron,40.867357,-73.92936,"4840 Broadway, New York, NY 10034",13342,"Soup Spot, South American Restaurant, Spanish Restaurant",381,0.9781168916632197
Mama Sushi,40.867357,-73.92936,"237 Dyckman St (Riverside), New York, NY 10034",13276,Sushi Restaurant,175,0.9810687962997782
Los Tacos No. 1,40.71473993,-74.00910627,"136 Church St (btw Murray & Warren), New York, NY 10007",13306,Taco Restaurant,60,0.9989423908547362
Takahachi,40.71473993,-74.00910627,"145 Duane St (btwn W Broadway & Church St), New York, NY 10013",13276,Sushi Restaurant,215,0.9685373030496748
Zucker's Bagels and Smoked Fish,40.71473993,-74.00910627,"146 Chambers St (btwn W. Broadway & Greenwich St), New York, NY 10007",13001,"Bagel Shop, Seafood Restaurant",112,0.9850994622645057
The Odeon,40.71473993,-74.00910627,"145 W Broadway (at Thomas St), New York, NY 10013",13068,"American Restaurant, French Restaurant, Italian Restaurant",267,0.993560335426616
One World Trade Center,40.71473993,-74.00910627,"1 World Financial Ctr (btwn Fulton & West St), New York, NY 10281",16026,Monument,386,0.9997861279284022
City Hall Park,40.71473993,-74.00910627,"17 Park Row (btwn Broadway & Centre St), New York, NY 10038",16032,Park,297,0.9994782461550032
Laughing Man Coffee & Tea,40.71473993,-74.00910627,"184 Duane St (btwn Greenwich & Hudson St.), New York, NY 10013",13034,"Café, Coffee Shop, Restaurant",306,0.9858515398789155
9/11 Memorial - Pools And Freedom Tower,40.71473993,-74.00910627,"New York , 10007, United States (at Fulton St), New York, NY 10006",16025,Memorial Site,453,0.9998707366600234
One World Observatory,40.71473993,-74.00910627,"285 Fulton St (Floor 100), New York, NY 10007",16046,Scenic Lookout,410,0.9994312413041025
National September 11 Memorial,40.71473993,-74.00910627,"180 Greenwich St (btwn Liberty & Fulton St), New York, NY 10007",16025,Memorial Site,489,0.9999365434512841
Inwood Hill Park,40.86788,-73.919685,"Seaman Ave, New York , 10003, United States (Indian Road), New York, NY 10034",16032,Park,332,0.9991750648666943
Hoppin Jalapeno Bar & Grill,40.86788,-73.919685,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,116,0.9763988643628022
Bocaditos Bistro,40.86788,-73.919685,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",358,0.9809348324747114
Indian Road Cafe,40.86788,-73.919685,"600 W 218th St (at Indian Rd), New York, NY 10034",13034,"Café, Indian Restaurant, New American Restaurant",569,0.9923687624562855
Liffy II Bar,40.86788,-73.919685,"5009 Broadway, New York, NY 10034",13016,"Lounge, BBQ Joint",238,0.9784271236791637
Tryon Public House,40.86788,-73.919685,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",756,0.996476986424999
Homer's Run,40.86788,-73.919685,"Seaman Ave (Isham st), New York, NY 10034",16033,Dog Park,398,0.9867587335012973
Salsa Con Fuego,40.86788,-73.919685,"2297 Cedar Ave, Bronx, NY 10468",13016,"Lounge, South American Restaurant, Spanish Restaurant",897,0.9832452258364472
Elsa La Reina Del Chicharron,40.86788,-73.919685,"4840 Broadway, New York, NY 10034",13342,"Soup Spot, South American Restaurant, Spanish Restaurant",478,0.9781168916632197
Tubby Hook Tavern,40.86788,-73.919685,"4946 Broadway (207th St & Isham), New York, NY 10034",13003,"Bar, American Restaurant",88,0.99655219418644
Bocaditos Bistro,40.864632,-73.918598,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",519,0.9809348324747114
Hoppin Jalapeno Bar & Grill,40.864632,-73.918598,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,355,0.9763988643628022
Inwood Hill Park,40.864632,-73.918598,"Seaman Ave, New York , 10003, United States (Indian Road), New York, NY 10034",16032,Park,703,0.9991750648666943
Salsa Con Fuego,40.864632,-73.918598,"2297 Cedar Ave, Bronx, NY 10468",13016,"Lounge, South American Restaurant, Spanish Restaurant",632,0.9832452258364472
Indian Road Cafe,40.864632,-73.918598,"600 W 218th St (at Indian Rd), New York, NY 10034",13034,"Café, Indian Restaurant, New American Restaurant",921,0.9923687624562855
El Tina Fish Market,40.864632,-73.918598,"500 W 207th St, New York, NY 10034",13303,"Mexican Restaurant, Peruvian Restaurant, Seafood Restaurant",46,0.9252223329447599
Tryon Public House,40.864632,-73.918598,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",780,0.996476986424999
Liffy II Bar,40.864632,-73.918598,"5009 Broadway, New York, NY 10034",13016,"Lounge, BBQ Joint",502,0.9784271236791637
Elsa La Reina Del Chicharron,40.864632,-73.918598,"4840 Broadway, New York, NY 10034",13342,"Soup Spot, South American Restaurant, Spanish Restaurant",572,0.9781168916632197
Homer's Run,40.864632,-73.918598,"Seaman Ave (Isham st), New York, NY 10034",16033,Dog Park,766,0.9867587335012973
Cafe Mogador,40.72633085971696,-73.98616880178452,"101 Saint Marks Pl (btwn 1st Ave & Avenue A), New York, NY 10009",13302,"Mediterranean Restaurant, Middle Eastern Restaurant, Moroccan Restaurant",175,0.9838068288647388
Amor y Amargo,40.72633085971696,-73.98616880178452,"443 E 6th St (at Avenue A), New York, NY 10009",13009,"Cocktail Bar, Restaurant",173,0.9851864212386718
Takahachi,40.72633085971696,-73.98616880178452,"85 Avenue A (btwn E 5th & E 6th St), New York, NY 10009",13276,Sushi Restaurant,201,0.9825800022562329
Coffee Project New York,40.72633085971696,-73.98616880178452,"239 E 5th St (btwn 2nd Ave & Bowery), New York, NY 10003",13035,"Coffee Shop, Sandwich Spot",297,0.9815294438386042
The Immigrant,40.72633085971696,-73.98616880178452,"341 E 9th St (btwn 1st & 2nd Ave), New York, NY 10003",13025,"Wine Bar, Burger Joint, Mexican Restaurant",245,0.9766362388598503
Sake Bar Decibel,40.72633085971696,-73.98616880178452,"240 E 9th St (btwn 2nd & 3rd Ave), New York, NY 10003",13020,"Sake Bar, Sushi Restaurant",367,0.9781262926333998
Veselka,40.72633085971696,-73.98616880178452,"144 2nd Ave (at E 9th St), New York, NY 10003",13049,"Diner, Eastern European Restaurant, Ukrainian Restaurant",311,0.9951843530252322
Veniero's Pasticceria & Caffe,40.72633085971696,-73.98616880178452,"342 E 11th St (btwn 1st & 2nd Ave), New York, NY 10003",13002,"Bakery, Dessert Shop, Italian Restaurant",386,0.9923076561501147
Sunny and Annie's,40.72633085971696,-73.98616880178452,"94 Avenue B (at E 6th St), New York, NY 10009",13039,"Deli, Sandwich Spot",430,0.9833109276877374
Nowon,40.72633085971696,-73.98616880178452,"507 E 6th St (Avenue A), New York, NY 10009",13057,"Gastropub, American Restaurant, Korean Restaurant",249,0.9688827887037942
Bocaditos Bistro,40.866141,-73.922648,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",147,0.9809348324747114
Hoppin Jalapeno Bar & Grill,40.866141,-73.922648,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,200,0.9763988643628022
Inwood Hill Park,40.866141,-73.922648,"Seaman Ave, New York , 10003, United States (Indian Road), New York, NY 10034",16032,Park,565,0.9991750648666943
Tryon Public House,40.866141,-73.922648,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",455,0.996476986424999
Elsa La Reina Del Chicharron,40.866141,-73.922648,"4840 Broadway, New York, NY 10034",13342,"Soup Spot, South American Restaurant, Spanish Restaurant",200,0.9781168916632197
Indian Road Cafe,40.866141,-73.922648,"600 W 218th St (at Indian Rd), New York, NY 10034",13034,"Café, Indian Restaurant, New American Restaurant",831,0.9923687624562855
Fort Tryon Park Dog Run,40.866141,-73.922648,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,917,0.9777596547963749
Homer's Run,40.866141,-73.922648,"Seaman Ave (Isham st), New York, NY 10034",16033,Dog Park,556,0.9867587335012973
Liffy II Bar,40.866141,-73.922648,"5009 Broadway, New York, NY 10034",13016,"Lounge, BBQ Joint",553,0.9784271236791637
Tubby Hook Tavern,40.866141,-73.922648,"4946 Broadway (207th St & Isham), New York, NY 10034",13003,"Bar, American Restaurant",245,0.99655219418644
Fourth Avenue Pub,40.68256425759694,-73.9798977971077,"76 4th Ave (btwn Bergen St & St. Marks Pl), Brooklyn, NY 11217",13006,"Beer Bar, Beer Garden, Restaurant",31,0.9638747859524739
5ive Spice,40.68256425759694,-73.9798977971077,"52 5th Ave, Brooklyn, NY 11217",13306,"Taco Restaurant, Vietnamese Restaurant",259,0.9814842631257448
Threes Brewing,40.68256425759694,-73.9798977971077,"333 Douglass St (at 4th Ave), Brooklyn, NY 11217",13003,"Bar, Brewery, Burger Joint",361,0.9840478264788055
Miriam,40.68256425759694,-73.9798977971077,"79 5th Ave (at Prospect Pl), Brooklyn, NY 11217",13025,"Wine Bar, Mediterranean Restaurant, Middle Eastern Restaurant",310,0.9770781386126716
Bar Goto Niban,40.68256425759694,-73.9798977971077,"474 Bergen St (at Flatbush Ave), Brooklyn, NY 11217",13009,"Cocktail Bar, Restaurant",407,0.9765373869678854
Public Records,40.68256425759694,-73.9798977971077,"233 Butler St (btw Bond & Nevins), Brooklyn, NY 11217",10039,"Music Venue, Bar, Vegan and Vegetarian Restaurant",567,0.9891999879832968
Bklyn Larder,40.68256425759694,-73.9798977971077,"228 Flatbush Ave (at Bergen St), Brooklyn, NY 11217",13039,"Deli, American Restaurant, Sandwich Spot",465,0.9786553309099648
Chick-Fil-A,40.68256425759694,-73.9798977971077,"166 Flatbush Ave, Brooklyn, NY 11217",13068,"American Restaurant, Fast Food Restaurant",265,0.9938013839236539
Sofreh,40.68256425759694,-73.9798977971077,"75 Saint Marks Ave (Flatbush), Brooklyn, NY 11217",13317,Persian Restaurant,584,0.966223050039555
Bogota Latin Bistro,40.68256425759694,-73.9798977971077,"141 5th Ave (at St. Johns Pl), Brooklyn, NY 11217",13003,"Bar, Bistro, Colombian Restaurant",497,0.9748250067593955
Bocaditos Bistro,40.861281970750994,-73.921417593956,"4863 Broadway (Academy), New York, NY 10034",13025,"Wine Bar, Bistro, American Restaurant",679,0.9809348324747114
Fort Tryon Park,40.861281970750994,-73.921417593956,"1 Margaret Corbin Dr (at Fort Tyron Pl), New York, NY 10040",16036,"Picnic Area, Playground",934,0.9996098597375249
Fort Tryon Park Dog Run,40.861281970750994,-73.921417593956,"Margaret Corbin Dr, New York, NY 10040",16033,Dog Park,887,0.9777596547963749
Tryon Public House,40.861281970750994,-73.921417593956,"4740 Broadway, New York, NY 10040",13018,"Pub, Gastropub, New American Restaurant",684,0.996476986424999
Hoppin Jalapeno Bar & Grill,40.861281970750994,-73.921417593956,"597 W 207th St (at Broadway), New York, NY 10034",13303,Mexican Restaurant,674,0.9763988643628022
Salsa Con Fuego,40.861281970750994,-73.921417593956,"2297 Cedar Ave, Bronx, NY 10468",13016,"Lounge, South American Restaurant, Spanish Restaurant",845,0.9832452258364472
El Tina Fish Market,40.861281970750994,-73.921417593956,"500 W 207th St, New York, NY 10034",13303,"Mexican Restaurant, Peruvian Restaurant, Seafood Restaurant",403,0.9252223329447599
Liffy II Bar,40.861281970750994,-73.921417593956,"5009 Broadway, New York, NY 10034",13016,"Lounge, BBQ Joint",929,0.9784271236791637
